Product_id,Product_weight,Product_fat,Product_type,Product_MRP,Product_%discount
1727,6.83,3,22,170.42,3
1728,2.17,2,8,363.14,
1729,7.91,0,24,230.83,11
1730,7.51,2,26,60.82,
1731,7.95,2,27,327.2,15
1732,7.45,1,0,248.53,
1733,6.42,3,7,300.86,1
1734,1.54,0,17,34.0,13
1735,9.43,3,24,394.17,9
1736,5.7,1,11,233.43,18
1737,0.23,2,16,165.02,8
1738,2.57,2,20,227.86,11
1739,6.52,0,10,127.5,9
1740,3.28,0,13,145.82,
1741,2.29,0,11,346.68,14
1742,9.0,1,15,250.76,11
1743,7.94,2,7,312.93,16
1744,9.6,2,27,309.19,12
1745,2.73,1,8,122.45,
1746,1.03,2,16,215.76,
1747,8.37,0,9,291.07,9
1748,5.29,2,30,52.29,
1749,2.39,0,15,28.16,4
1750,0.23,1,13,257.15,
1751,5.14,1,29,295.43,12
1752,5.46,3,16,281.95,
1753,4.1,3,6,80.1,16
1754,8.92,2,10,211.01,9
1755,4.85,2,28,5.61,12
1756,5.07,2,23,321.38,20
1757,6.08,2,22,309.55,15
1758,2.46,0,15,59.65,1
1759,4.84,3,6,313.6,5
1760,9.45,0,9,11.2,
1761,2.53,2,13,211.87,10
1762,9.1,3,18,140.15,18
1763,4.21,2,7,105.48,20
1764,6.36,1,22,75.03,8
1765,6.23,0,29,108.98,18
1766,5.17,2,12,117.29,6
1767,9.55,2,25,255.39,20
1768,3.39,2,15,149.63,7
1769,8.98,3,13,226.62,10
1770,6.86,2,21,120.03,8
1771,0.81,2,26,235.31,
1772,6.93,1,22,278.33,
1773,3.61,0,18,85.48,
1774,6.9,1,25,242.35,13
1775,0.87,2,6,337.6,13
1776,7.02,1,8,69.04,17
1777,3.37,2,28,5.94,10
1778,8.82,3,26,208.29,0
1779,6.23,2,22,112.52,7
1780,2.81,0,21,115.8,
1781,3.94,2,30,127.45,10
1782,5.25,2,18,200.57,11
1783,1.54,1,9,18.97,18
1784,4.19,1,29,285.13,9
1785,2.25,3,13,341.78,
1786,4.15,3,12,253.77,7
1787,3.65,1,8,90.11,1
1788,4.78,2,27,265.93,
1789,7.53,1,14,140.34,8
1790,9.08,1,1,11.45,2
1791,1.32,2,0,212.57,19
1792,0.29,3,14,183.42,
1793,0.14,0,4,175.11,2
1794,7.76,3,9,246.82,0
1795,3.69,0,19,219.79,20
1796,7.99,3,22,277.3,20
1797,1.46,2,11,134.58,5
1798,3.76,2,3,348.59,17
1799,4.2,3,22,399.38,10
1800,2.9,0,24,244.16,20
1801,2.5,0,10,332.83,6
1802,6.97,2,18,369.66,3
1803,3.74,1,2,214.87,11
1804,3.51,1,6,43.53,12
1805,3.59,0,2,13.47,20
1806,7.88,3,27,240.63,9
1807,8.74,1,30,240.82,17
1808,4.95,2,3,368.07,
1809,1.78,2,13,166.53,11
1810,9.58,2,0,346.97,1
1811,9.18,2,17,312.9,2
1812,2.33,3,28,178.61,
1813,0.3,0,16,260.92,15
1814,3.89,1,14,70.87,15
1815,0.87,2,1,91.45,
1816,9.95,3,17,301.66,
1817,5.38,0,11,289.65,12
1818,5.4,3,13,96.08,10
1819,7.53,0,18,238.9,
1820,2.44,0,8,92.78,3
1821,5.4,3,28,329.72,1
1822,9.66,0,19,278.03,0
1823,8.44,3,9,12.18,20
1824,0.27,0,6,162.47,
1825,6.79,1,17,216.03,
1826,9.39,1,17,77.29,5
1827,4.51,1,26,267.89,
1828,7.84,0,14,167.35,
1829,2.76,2,25,329.07,
1830,4.1,0,22,156.89,
1831,9.81,1,5,83.02,17
1832,6.93,1,24,264.51,
1833,8.62,0,11,97.3,
1834,8.33,0,2,144.55,7
1835,3.19,3,15,388.07,5
1836,0.59,1,24,30.54,
1837,0.31,1,23,12.64,0
1838,3.78,3,9,358.1,
1839,3.39,2,5,16.09,6
1840,3.64,0,23,243.89,17
1841,8.53,2,28,160.95,
1842,8.92,0,17,95.72,5
1843,5.34,0,13,363.65,17
1844,4.34,3,17,132.48,
1845,7.29,1,20,266.15,1
1846,3.34,1,29,289.2,3
1847,0.28,0,7,68.31,11
1848,1.34,3,4,283.88,18
1849,7.46,3,26,248.32,9
1850,9.17,1,17,322.76,
1851,5.48,2,13,297.61,
1852,1.95,2,18,220.97,14
1853,4.14,1,16,295.94,4
1854,7.52,1,1,14.53,3
1855,9.65,2,9,54.49,1
1856,6.57,1,8,40.57,14
1857,0.46,0,28,252.4,12
1858,1.98,2,18,162.58,4
1859,7.06,1,0,94.73,2
1860,3.97,0,29,316.63,2
1861,3.87,1,10,116.25,15
1862,6.31,0,12,255.63,0
1863,6.72,1,30,60.08,2
1864,2.17,2,26,67.91,
1865,9.74,2,18,255.66,14
1866,0.98,3,9,346.81,1
1867,1.63,3,4,224.29,15
1868,0.9,0,9,188.42,10
1869,7.08,1,30,337.15,15
1870,1.99,3,8,92.21,14
1871,2.19,3,4,54.11,1
1872,9.6,0,27,143.53,
1873,1.2,1,5,367.99,17
1874,9.43,3,30,352.82,9
1875,9.83,3,30,183.34,20
1876,6.95,3,1,128.85,16
1877,8.93,3,19,52.96,0
1878,8.98,1,28,361.68,13
1879,5.33,1,4,2.14,15
1880,5.32,2,3,93.91,16
1881,1.61,2,24,264.73,2
1882,1.54,1,9,253.68,18
1883,6.07,0,28,259.14,8
1884,7.32,3,13,229.54,13
1885,8.61,2,28,29.36,
1886,6.7,0,12,360.36,3
1887,9.25,3,4,78.98,0
1888,7.82,2,20,319.63,
1889,0.38,2,27,24.31,8
1890,5.21,3,20,268.66,
1891,4.07,1,5,192.4,1
1892,6.89,2,17,156.65,9
1893,1.38,3,23,391.84,2
1894,3.76,2,9,243.3,
1895,8.42,2,18,181.82,4
1896,8.82,1,4,21.23,
1897,2.28,2,9,266.14,7
1898,9.09,3,20,13.78,2
1899,6.3,3,26,339.9,
1900,2.29,3,22,226.05,10
1901,2.98,2,14,13.75,20
1902,5.63,0,20,324.8,19
1903,8.71,1,4,342.92,7
1904,5.94,0,5,323.82,10
1905,3.52,3,10,388.92,
1906,0.81,0,21,251.8,18
1907,5.37,1,11,137.7,3
1908,5.87,1,12,178.97,
1909,6.99,0,10,3.33,20
1910,4.63,0,16,79.11,
1911,0.35,2,24,42.74,18
1912,8.11,3,24,303.43,
1913,9.84,0,3,108.16,4
1914,7.64,0,17,343.24,1
1915,7.74,0,30,263.58,4
1916,2.83,1,14,57.18,
1917,4.26,2,8,92.47,14
1918,2.01,2,22,40.29,15
1919,2.63,2,21,22.34,17
1920,3.85,1,16,311.6,
1921,7.58,0,24,293.85,1
1922,1.07,0,22,196.25,20
1923,0.42,2,23,100.47,
1924,9.88,3,9,378.37,
1925,4.69,3,24,324.23,11
1926,2.88,0,29,203.01,15
1927,2.21,0,27,196.8,8
1928,1.38,0,15,201.19,16
1929,6.57,3,20,309.04,0
1930,1.86,3,29,317.03,
1931,9.32,3,28,98.81,14
1932,7.67,1,27,12.03,
1933,2.12,1,1,40.95,1
1934,3.72,0,29,122.96,
1935,2.76,0,13,68.03,5
1936,1.82,0,25,51.62,4
1937,6.22,1,7,247.13,8
1938,9.36,0,30,360.57,16
1939,1.69,1,23,239.84,18
1940,4.32,2,30,153.87,2
1941,1.13,0,22,171.55,18
1942,2.06,0,24,316.83,12
1943,7.79,1,10,37.29,4
1944,4.66,2,29,194.25,
1945,3.78,3,27,70.02,
1946,2.58,3,18,180.77,
1947,8.71,0,2,198.38,20
1948,2.56,2,10,2.29,
1949,6.65,1,26,20.28,7
1950,8.8,3,15,163.27,
1951,6.02,0,1,18.48,
1952,5.75,0,12,138.0,7
1953,4.96,2,15,45.84,14
1954,3.21,3,23,180.73,
1955,3.25,1,4,5.61,
1956,8.8,3,19,132.91,
1957,6.23,1,30,153.83,10
1958,3.44,2,19,302.65,6
1959,8.6,3,0,150.78,12
1960,7.64,3,11,394.32,
1961,7.45,3,30,87.07,14
1962,2.37,0,15,163.48,
1963,7.59,3,21,11.96,
1964,5.15,2,21,374.51,13
1965,4.17,2,2,189.83,
1966,0.79,3,2,338.07,2
1967,9.72,3,2,11.82,2
1968,2.78,2,4,3.2,
1969,6.63,1,9,388.22,11
1970,8.83,3,27,282.06,11
1971,5.8,3,14,150.18,2
1972,3.15,3,26,184.32,
1973,8.74,0,11,284.3,
1974,1.36,1,5,235.33,19
1975,9.05,3,16,330.1,15
1976,8.59,1,14,157.64,
1977,3.74,2,4,164.05,19
1978,0.54,1,5,90.22,1
1979,6.99,0,13,98.19,13
1980,0.88,0,18,323.02,14
1981,2.03,3,8,319.82,2
1982,3.51,1,27,223.41,
1983,6.93,3,0,398.51,13
1984,6.1,0,27,330.01,
1985,6.73,0,9,86.88,20
1986,7.41,3,18,92.36,10
1987,2.14,1,4,341.71,0
1988,2.03,0,10,230.71,
1989,1.32,2,19,393.23,17
1990,8.33,2,3,394.94,
1991,2.05,0,21,386.68,4
1992,9.71,2,6,97.01,
1993,3.78,1,16,24.99,3
1994,8.46,2,26,194.36,19
1995,2.68,3,25,137.63,
1996,7.7,3,30,301.82,13
1997,4.23,1,3,203.74,20
1998,7.07,1,28,6.74,
1999,1.56,1,12,154.14,0
2000,0.84,2,20,264.72,
2001,8.63,2,14,80.3,5
2002,9.62,2,13,253.8,
2003,2.24,2,2,376.24,2
2004,0.78,0,8,260.86,
2005,5.56,3,23,140.48,4
2006,0.84,3,30,79.61,16
2007,3.88,2,17,163.01,0
2008,2.64,3,22,94.77,
2009,9.39,0,0,126.35,
2010,5.27,1,3,330.3,
2011,0.34,2,1,144.93,
2012,2.12,0,29,37.6,14
2013,6.74,1,19,70.74,
2014,2.89,3,19,99.5,17
2015,3.81,3,13,91.19,17
2016,8.72,0,0,228.9,
2017,8.95,3,7,246.1,14
2018,1.52,2,27,236.03,8
2019,8.75,2,18,190.25,0
2020,0.46,0,1,342.3,14
2021,7.96,3,21,227.64,
2022,3.85,1,0,17.42,4
2023,0.13,2,30,344.94,9
2024,3.38,1,0,115.09,14
2025,8.41,2,25,69.97,
2026,2.56,0,27,385.85,0
2027,0.94,0,25,81.49,8
2028,3.64,1,18,141.77,0
2029,2.76,0,29,198.22,0
2030,8.71,3,23,349.81,
2031,5.67,2,6,72.2,12
2032,4.2,0,6,332.3,9
2033,2.91,1,5,213.37,9
2034,9.19,2,11,348.13,16
2035,2.54,2,9,273.04,8
2036,3.2,2,8,233.84,
2037,4.8,1,4,11.15,
2038,6.95,1,25,379.37,6
2039,0.44,3,27,74.8,
2040,8.04,1,27,216.48,
2041,9.66,0,22,215.13,9
2042,0.16,1,27,294.72,0
2043,6.12,1,11,267.8,16
2044,0.83,3,29,123.54,2
2045,7.81,3,3,124.53,18
2046,4.58,3,3,54.99,19
2047,6.02,3,1,221.97,1
2048,8.85,1,28,385.36,3
2049,9.31,0,25,174.95,12
2050,5.01,3,4,151.58,0
2051,7.27,3,18,79.63,14
2052,7.61,0,16,197.93,
2053,7.4,0,7,314.13,16
2054,9.18,0,6,392.01,7
2055,4.11,2,15,163.07,
2056,8.04,3,18,164.41,8
2057,8.61,0,9,91.46,16
2058,1.24,0,30,49.05,
2059,3.52,2,27,196.29,
2060,6.1,2,15,1.95,2
2061,5.56,3,23,261.08,9
2062,7.43,1,14,373.43,18
2063,5.95,1,19,140.27,4
2064,7.52,0,27,311.62,
2065,6.54,3,14,100.1,
2066,2.0,1,16,72.3,18
2067,5.63,2,0,42.72,
2068,4.07,1,6,213.31,18
2069,7.75,1,19,239.62,20
2070,4.57,0,9,349.41,9
2071,5.45,1,20,301.61,11
2072,5.23,1,27,243.54,5
2073,2.52,3,14,11.05,16
2074,7.7,0,9,111.76,3
2075,1.86,0,22,143.37,2
2076,1.53,2,7,318.43,
2077,2.6,2,8,305.19,16
2078,6.96,2,8,338.1,
2079,4.14,2,15,114.03,
2080,3.06,0,0,160.17,
2081,7.12,2,1,146.96,8
2082,9.59,0,22,213.45,17
2083,3.94,2,12,385.53,
2084,9.76,1,9,387.42,
2085,3.58,1,29,382.31,
2086,7.09,3,23,26.06,2
2087,8.84,3,6,275.8,13
2088,7.29,3,17,70.58,
2089,5.65,0,15,281.1,8
2090,5.66,2,25,229.4,0
2091,6.4,0,26,382.16,5
2092,3.56,2,12,149.71,
2093,3.98,1,2,52.47,2
2094,0.7,0,20,68.26,
2095,2.13,2,12,330.01,6
2096,1.84,0,30,118.2,17
2097,3.56,0,29,275.08,11
2098,9.19,0,16,367.96,13
2099,7.75,0,10,334.51,13
2100,4.57,2,2,169.11,13
2101,3.66,0,30,41.73,7
2102,6.51,0,7,289.0,2
2103,4.38,1,7,377.0,13
2104,3.23,0,13,206.36,16
2105,4.93,1,17,16.78,20
2106,0.35,2,12,244.39,12
2107,4.47,0,2,395.2,11
2108,8.82,0,11,319.62,11
2109,8.62,2,1,209.04,9
2110,9.09,2,25,382.04,
2111,9.56,1,14,87.54,13
2112,9.05,0,0,123.57,6
2113,3.33,1,20,257.99,10
2114,8.93,3,0,30.99,15
2115,7.27,2,13,131.27,
2116,5.68,1,5,360.63,20
2117,3.31,0,7,34.05,18
2118,3.3,1,20,310.96,14
2119,2.76,0,15,215.32,10
2120,8.32,1,4,168.83,
2121,4.91,0,29,352.89,
2122,1.63,2,10,107.56,15
2123,0.39,2,11,86.61,4
2124,9.33,1,6,212.3,
2125,4.62,2,22,4.66,15
2126,1.57,3,14,9.61,0
2127,9.83,2,15,210.41,13
2128,4.29,3,30,277.19,13
2129,4.41,3,26,95.51,13
2130,9.33,3,21,12.06,
2131,2.44,2,16,245.33,5
2132,3.51,1,6,330.81,
2133,9.46,3,29,305.19,8
2134,4.02,1,14,382.22,
2135,1.02,1,15,331.7,
2136,9.89,3,29,45.16,10
2137,3.27,2,9,57.46,11
2138,9.42,1,20,290.54,15
2139,0.95,0,1,194.52,8
2140,7.61,3,28,184.15,
2141,4.22,1,20,4.52,9
2142,0.84,1,30,4.65,20
2143,4.98,2,13,260.03,13
2144,6.22,3,26,55.76,
2145,0.54,0,23,26.31,
2146,8.54,0,1,48.13,11
2147,8.21,0,7,186.92,11
2148,6.58,0,21,27.07,7
2149,6.35,0,18,343.16,19
2150,6.75,1,3,323.45,
2151,7.5,2,5,210.92,17
2152,2.33,2,13,104.34,
2153,6.0,2,8,343.05,10
2154,9.06,1,4,198.64,17
2155,0.83,1,15,304.03,1
2156,2.17,3,25,376.61,
2157,9.5,3,21,122.26,8
2158,8.91,3,22,157.67,1
2159,1.12,0,19,147.57,15
2160,8.54,3,23,323.72,
2161,6.31,1,21,140.5,12
2162,7.64,0,14,15.79,17
2163,0.35,0,1,119.05,18
2164,7.19,0,17,387.84,
2165,0.36,0,1,390.34,20
2166,6.37,2,1,298.05,14
2167,7.6,3,25,293.64,16
2168,2.22,3,19,9.86,20
2169,2.92,3,7,80.45,15
2170,6.28,1,0,182.85,7
2171,7.74,2,29,59.46,0
2172,2.67,1,17,328.74,
2173,7.71,0,15,32.31,3
2174,2.48,0,16,208.27,15
2175,3.82,2,28,146.42,
2176,5.02,2,19,146.6,
2177,2.97,1,3,392.1,5
2178,5.96,2,27,343.66,3
2179,9.86,1,22,70.21,18
2180,6.44,1,17,155.82,3
2181,5.46,3,1,256.21,6
2182,9.72,2,14,24.82,
2183,8.58,1,16,389.21,12
2184,4.11,0,6,31.92,
2185,2.71,0,5,210.07,1
2186,2.77,0,27,352.66,17
2187,7.99,3,7,376.48,11
2188,5.47,2,29,189.44,
2189,6.23,3,15,382.15,3
2190,7.47,1,25,257.48,9
2191,3.55,0,12,104.92,7
2192,4.67,3,9,2.66,
2193,3.15,2,28,211.65,16
2194,6.36,3,30,25.4,16
2195,9.4,0,16,346.79,3
2196,9.63,3,13,289.38,
2197,8.91,2,16,129.68,10
2198,1.25,2,4,390.06,16
2199,5.22,1,24,88.13,20
2200,5.58,3,7,260.15,2
2201,8.39,1,21,155.33,16
2202,1.41,1,17,188.63,
2203,1.5,1,23,255.48,4
2204,8.78,3,25,330.06,0
2205,8.13,3,13,5.49,16
2206,5.3,2,0,380.4,3
2207,0.73,2,9,258.63,9
2208,7.31,1,26,195.82,14
2209,6.57,1,30,118.34,16
2210,0.69,3,13,231.31,18
2211,7.68,3,23,345.85,20
2212,1.79,2,9,375.98,19
2213,6.16,0,19,191.67,1
2214,7.7,1,3,260.88,
2215,4.91,3,8,374.14,
2216,2.56,3,0,216.13,
2217,2.85,2,13,234.61,2
2218,1.63,3,24,154.49,17
2219,7.06,0,2,393.11,0
2220,8.05,2,17,157.15,
2221,7.53,0,23,333.62,14
2222,7.44,0,24,238.78,7
2223,1.11,0,17,43.17,6
2224,8.82,2,28,68.36,
2225,5.32,0,8,132.83,15
2226,4.72,3,9,321.79,
2227,5.17,3,25,167.22,19
2228,2.46,1,27,244.25,13
2229,6.17,0,13,227.74,11
2230,4.32,0,28,96.8,12
2231,3.19,2,21,37.6,9
2232,4.56,0,18,65.7,
2233,3.56,1,10,74.04,20
2234,4.71,0,1,110.07,2
2235,8.15,1,3,395.49,5
2236,1.2,3,9,124.49,5
2237,4.78,1,19,209.28,17
2238,1.28,3,14,293.22,1
2239,1.24,2,29,106.14,8
2240,6.39,3,2,12.91,19
2241,8.93,1,8,189.73,11
2242,4.05,1,12,259.28,17
2243,9.29,1,17,226.13,16
2244,1.64,2,24,376.41,
2245,6.93,3,30,40.44,12
2246,9.25,1,22,362.62,
2247,8.79,2,18,86.89,11
2248,0.26,2,2,231.46,12
2249,8.44,2,27,219.73,18
2250,9.09,1,13,123.53,
2251,7.75,0,12,390.34,13
2252,3.79,0,11,145.98,
2253,1.78,3,15,297.99,3
2254,4.88,0,10,216.04,12
2255,3.58,3,18,320.19,7
2256,3.8,2,2,285.23,3
2257,0.1,0,4,150.04,12
2258,8.83,2,13,220.84,9
2259,9.98,1,25,65.97,15
2260,4.63,1,3,321.13,11
2261,0.73,0,21,261.63,
2262,9.62,1,24,341.24,7
2263,9.36,2,1,161.83,7
2264,2.42,2,0,205.6,9
2265,1.16,2,19,150.65,8
2266,5.77,2,9,84.04,2
2267,3.88,1,15,239.61,6
2268,4.77,1,14,8.06,
2269,7.28,3,13,301.31,18
2270,2.93,2,22,103.55,15
2271,2.02,0,3,195.4,7
2272,6.76,1,8,216.92,
2273,9.28,0,10,213.57,0
2274,9.54,2,11,210.73,10
2275,4.75,1,14,370.29,18
2276,7.64,2,13,305.65,
2277,9.14,1,22,365.49,
2278,6.32,0,27,145.65,3
2279,6.32,1,28,145.73,7
2280,3.61,1,15,162.03,20
2281,5.82,0,9,290.68,18
2282,3.35,1,16,114.11,
2283,4.73,2,3,351.87,18
2284,1.47,1,6,181.94,13
2285,2.51,2,2,168.98,13
2286,1.5,1,20,88.56,
2287,6.9,1,30,91.44,12
2288,8.4,3,20,227.45,
2289,1.13,3,15,131.65,15
2290,2.02,0,1,72.94,
2291,3.91,1,24,176.02,0
2292,3.0,3,4,48.57,
2293,9.01,0,3,280.58,18
2294,9.45,1,9,331.53,
2295,0.43,2,30,177.93,
2296,1.28,0,20,169.01,
2297,3.19,1,7,21.64,2
2298,3.56,3,23,182.21,11
2299,4.27,0,24,95.1,7
2300,4.82,2,1,236.58,11
2301,5.86,2,16,111.45,1
2302,3.64,0,0,352.92,13
2303,0.76,0,29,30.41,3
2304,4.37,0,15,236.98,
2305,8.48,2,5,19.39,2
2306,2.66,1,28,303.47,4
2307,6.17,0,29,85.14,19
2308,4.23,1,29,371.95,
2309,7.11,1,6,2.48,9
2310,3.93,1,11,310.14,
2311,6.87,3,10,266.39,17
2312,3.01,1,28,201.71,14
2313,5.22,3,20,95.09,6
2314,6.6,1,18,115.27,17
2315,7.26,1,26,208.68,
2316,5.03,3,28,50.83,
2317,8.8,1,3,212.46,0
2318,4.67,0,22,340.23,15
2319,3.06,3,4,109.22,19
2320,8.08,0,16,78.83,7
2321,8.86,2,25,368.2,9
2322,4.17,1,28,63.3,8
2323,3.89,2,3,277.7,16
2324,1.83,3,6,14.62,
2325,5.73,0,2,6.16,4
2326,4.25,3,29,360.31,10
2327,1.15,2,26,300.17,0
2328,2.08,2,12,154.66,0
2329,0.91,1,28,245.55,5
2330,6.41,2,2,11.1,
2331,4.87,2,25,16.53,8
2332,6.56,2,13,225.85,
2333,1.0,1,0,41.67,3
2334,7.41,2,9,367.9,
2335,6.06,0,20,112.17,
2336,6.38,3,5,311.75,9
2337,9.01,1,9,58.81,11
2338,0.6,3,11,390.16,19
2339,8.12,3,24,124.4,4
2340,8.1,1,28,43.53,
2341,7.96,2,20,58.8,9
2342,0.38,3,6,41.37,15
2343,3.53,0,9,61.93,11
2344,2.53,3,30,254.2,
2345,1.19,3,27,2.68,10
2346,5.87,3,1,250.82,2
2347,9.55,0,25,238.93,12
2348,3.66,3,8,98.09,15
2349,5.25,0,16,266.69,14
2350,7.6,0,30,40.08,1
2351,9.83,0,15,323.29,7
2352,4.48,1,2,232.91,3
2353,0.59,2,3,372.7,
2354,2.51,0,18,211.93,2
2355,4.39,2,9,198.61,3
2356,3.01,3,9,267.23,19
2357,3.15,3,0,32.03,20
2358,2.57,0,15,205.12,
2359,5.09,1,19,40.25,
2360,4.62,1,27,271.11,18
2361,4.54,0,9,303.45,14
2362,2.29,0,9,311.74,15
2363,1.0,1,27,205.71,17
2364,5.42,1,9,151.22,11
2365,3.53,1,6,266.27,13
2366,9.07,1,4,259.63,
2367,7.71,2,8,339.11,14
2368,1.47,0,0,289.79,1
2369,5.1,0,24,205.86,
2370,2.65,1,29,358.23,2
2371,7.44,0,25,289.31,17
2372,8.78,0,2,48.07,
2373,1.86,1,29,314.4,10
2374,7.05,1,11,209.02,17
2375,2.74,0,19,242.38,0
2376,0.17,0,25,332.96,
2377,2.28,1,1,305.43,11
2378,2.51,3,0,379.38,9
2379,0.64,3,4,268.16,12
2380,1.46,0,3,29.09,
2381,1.64,3,16,142.21,12
2382,9.18,0,17,41.45,8
2383,1.45,0,6,280.82,5
2384,5.51,1,21,93.2,2
2385,9.75,0,2,80.28,0
2386,1.0,3,12,373.64,
2387,7.07,3,30,213.48,18
2388,6.03,0,21,314.27,
2389,1.54,2,0,224.24,13
2390,1.29,3,27,328.1,
2391,4.38,3,18,206.81,2
2392,7.56,2,14,136.77,7
2393,3.63,1,11,198.55,8
2394,8.39,0,28,160.33,
2395,7.59,2,6,211.9,4
2396,6.77,3,5,147.85,5
2397,4.83,1,24,331.99,16
2398,4.12,3,24,124.04,20
2399,6.46,0,22,7.05,0
2400,9.36,0,23,29.39,3
2401,2.5,3,9,156.9,
2402,0.16,3,22,129.86,
2403,3.18,1,3,228.39,15
2404,8.3,0,24,373.17,
2405,1.65,0,27,21.66,1
2406,8.82,3,1,167.86,15
2407,4.56,1,15,215.37,2
2408,7.63,0,17,161.25,
2409,1.35,2,7,17.94,
2410,2.27,3,26,94.4,11
2411,3.97,3,13,69.19,11
2412,7.58,0,6,108.83,
2413,3.18,2,22,21.7,12
2414,4.03,1,7,182.72,9
2415,7.6,1,17,326.0,
2416,5.56,0,6,72.78,20
2417,7.0,3,23,248.16,3
2418,0.66,3,21,238.05,12
2419,1.0,0,6,244.41,15
2420,7.99,0,8,323.18,
2421,8.99,3,29,121.24,19
2422,5.43,2,29,276.37,5
2423,9.47,0,17,106.12,9
2424,8.4,3,10,79.65,2
2425,6.73,0,26,56.29,
2426,1.73,2,21,167.45,
2427,9.62,3,14,131.45,18
2428,6.2,2,16,310.65,10
2429,6.61,3,20,357.68,12
2430,8.59,1,30,41.82,
2431,4.03,1,0,208.65,17
2432,1.59,0,19,198.43,
2433,8.62,0,29,230.38,18
2434,6.24,0,20,61.89,6
2435,6.57,0,27,237.29,20
2436,1.33,2,27,266.42,
2437,3.26,2,4,304.74,12
2438,3.62,1,14,157.25,6
2439,2.63,0,25,85.6,1
2440,0.79,0,25,371.9,20
2441,5.29,2,17,76.57,20
2442,5.43,2,7,323.77,19
2443,8.14,2,2,161.91,11
2444,6.51,3,10,362.11,17
2445,0.62,0,29,60.14,7
2446,2.34,2,14,87.06,1
2447,4.56,3,20,0.5,15
2448,5.3,3,16,394.5,
2449,9.24,1,29,56.23,3
2450,9.34,1,19,129.4,20
2451,2.23,3,1,260.75,0
2452,3.6,3,12,321.24,16
2453,1.82,3,20,133.49,9
2454,8.35,1,28,281.67,19
2455,9.56,0,20,341.43,10
2456,3.49,0,6,337.57,
2457,1.72,0,20,124.33,
2458,8.3,2,27,78.68,20
2459,1.74,2,1,207.96,18
2460,9.27,2,29,294.4,
2461,1.06,2,3,234.49,9
2462,9.5,0,5,78.41,12
2463,3.19,2,1,234.29,1
2464,0.51,0,27,274.84,
2465,2.79,1,19,167.17,8
2466,6.22,1,19,146.02,
2467,1.4,3,17,59.03,
2468,4.89,0,25,234.83,6
2469,5.47,1,1,160.6,16
2470,2.5,1,0,101.36,
2471,3.99,1,21,255.0,0
2472,8.83,3,4,107.87,19
2473,5.27,3,9,140.28,10
2474,6.78,0,11,130.61,16
2475,6.47,3,2,213.7,13
2476,7.56,2,10,173.69,10
2477,9.88,0,9,384.78,17
2478,0.17,0,0,362.19,17
2479,4.24,0,17,42.97,19
2480,1.75,1,0,291.23,17
2481,0.31,3,28,306.21,0
2482,2.23,3,5,206.72,6
2483,4.34,0,21,279.11,1
2484,5.01,1,27,195.49,
2485,3.77,0,20,343.83,12
2486,1.63,1,25,60.6,1
2487,2.29,1,16,13.59,4
2488,7.84,2,25,258.29,20
2489,5.35,2,26,372.69,
2490,4.08,2,29,374.15,
2491,8.1,3,5,32.47,
2492,1.85,2,30,113.59,
2493,0.58,3,19,25.84,14
2494,4.5,1,14,284.04,17
2495,7.71,3,16,371.35,17
2496,0.11,1,6,146.22,0
2497,5.55,2,14,330.24,0
2498,7.17,0,10,8.79,14
2499,3.4,2,26,83.77,
2500,8.89,0,10,45.37,
2501,9.95,2,24,58.1,10
2502,9.75,2,7,9.12,
2503,9.26,3,20,222.95,11
2504,5.36,2,21,221.45,4
2505,6.48,3,17,190.2,1
2506,5.55,0,22,312.38,
2507,6.89,3,3,239.11,14
2508,5.31,0,26,287.72,
2509,2.69,0,10,295.34,0
2510,9.1,1,21,200.91,
2511,4.74,2,12,389.51,15
2512,8.12,0,0,5.37,19
2513,0.36,1,15,222.5,12
2514,0.98,2,7,63.95,6
2515,8.1,0,18,363.34,
2516,2.15,2,3,92.71,1
2517,6.8,2,7,107.51,8
2518,4.77,2,4,14.38,20
2519,3.64,3,6,320.21,6
2520,5.59,0,15,299.11,
2521,3.84,1,14,93.81,0
2522,4.11,1,27,269.1,5
2523,3.11,3,20,143.02,6
2524,9.46,3,2,142.35,20
2525,8.04,2,5,367.23,7
2526,1.83,2,11,293.82,
2527,2.58,0,6,304.62,9
2528,5.6,1,13,109.82,13
2529,9.4,2,14,105.09,20
2530,8.24,1,9,111.32,
2531,0.86,2,13,149.05,8
2532,5.8,3,24,324.57,
2533,1.42,1,13,338.4,17
2534,3.16,0,25,374.1,
2535,2.75,1,23,185.95,19
2536,7.36,1,17,75.08,3
2537,8.33,2,25,129.77,15
2538,5.35,3,3,201.64,12
2539,2.27,0,20,199.98,
2540,9.24,3,24,8.51,17
2541,5.66,2,24,263.5,12
2542,6.8,1,20,180.48,3
2543,0.22,0,29,173.7,13
2544,4.31,3,10,388.91,6
2545,6.4,2,3,251.46,
2546,4.47,2,18,329.55,16
2547,1.68,2,12,224.66,10
2548,2.36,0,26,19.43,
2549,0.79,3,20,51.77,6
2550,5.81,2,7,29.12,
2551,8.34,3,5,156.73,18
2552,9.44,1,10,27.3,5
2553,2.35,2,18,301.97,
2554,3.07,3,27,113.24,
2555,0.58,0,28,25.2,0
2556,8.24,1,26,314.7,
2557,6.93,3,27,66.9,4
2558,0.52,2,11,127.5,
2559,3.5,2,22,316.03,0
2560,3.72,0,21,72.77,6
2561,8.48,3,30,299.11,12
