Product_id,Store_id,Sale_date,Sale_amount
1542,232,16:6:1992,51
1070,26,19:11:2008,14
3494,13,10:4:1992,8
361,19,29:6:1988,19
1225,109,3:11:2014,11
5100,104,6:10:2005,10
1980,170,12:3:2012,11
2787,143,13:8:2018,31
4185,224,27:1:2013,14
4291,47,21:2:2000,21
3734,129,23:6:1970,41
1174,184,29:4:1931,1
2769,124,3:10:1988,6
4687,223,5:10:1998,6
2976,42,20:10:2012,7
1304,109,25:8:2009,17
3474,87,1:8:1950,6
3193,170,16:3:2004,16
2616,137,29:10:1982,11
3101,203,14:2:1966,31
447,192,13:6:1981,21
4391,229,8:5:1983,15
4357,202,1:4:1996,16
5045,77,4:11:1975,5
1242,161,26:12:1949,6
1372,93,13:9:1973,26
2061,179,12:3:2013,36
762,188,25:12:2000,11
1213,221,9:2:1989,6
1017,155,27:4:1939,14
4324,149,2:11:1996,14
4586,111,14:11:2010,18
3469,162,29:1:2012,18
1095,104,5:2:1928,7
3127,98,29:6:2013,11
3555,45,7:11:2014,1
4582,200,23:3:1983,19
3768,225,3:12:2000,56
3896,144,24:8:1969,34
530,29,22:11:1951,17
2315,104,8:3:1943,14
4323,59,3:10:2007,14
4795,69,10:8:2007,51
4505,132,27:6:1951,10
1266,46,1:6:2010,0
3669,47,20:5:1991,55
1178,128,18:5:1990,6
3496,118,15:1:2007,1
1176,159,1:11:2009,15
1548,118,12:1:2015,17
215,6,4:9:1982,46
3909,171,27:7:1959,4
4050,179,12:12:2016,21
3639,134,25:3:1963,6
2694,114,27:9:2012,11
5039,132,15:3:2004,16
128,188,16:6:2011,10
4860,187,15:4:1968,46
1861,34,23:10:1979,26
2134,131,19:2:1984,16
2005,204,23:4:1930,21
3703,206,24:12:2012,7
4402,225,20:8:1981,51
1149,101,8:10:1988,46
464,194,10:4:2018,9
2279,65,25:7:2010,19
1734,167,28:11:2013,15
1963,35,18:7:2004,28
2147,69,3:8:2015,51
1789,152,15:3:1998,16
262,114,7:5:2013,20
13,132,22:1:1966,10
2063,71,31:1:2016,36
3175,186,2:3:2013,4
1435,128,30:4:1928,10
3566,125,27:3:1947,9
904,194,13:7:2018,56
3873,189,30:5:1997,26
2698,130,23:2:1981,16
2869,9,13:2:1995,29
922,54,4:6:2005,51
4850,13,31:9:1994,10
974,162,15:3:2018,9
2771,128,29:11:1966,10
1348,81,13:3:1970,4
4192,21,9:3:2015,14
3557,37,30:12:2006,23
1114,107,16:4:1944,0
966,205,31:8:2017,13
618,67,2:12:1989,46
3419,10,4:3:2013,11
4988,54,7:3:2000,22
2053,157,1:11:1988,26
4023,96,1:1:2016,6
843,184,2:5:1908,17
1559,188,21:12:2014,40
3090,183,26:11:2016,11
499,61,28:2:1958,9
966,139,20:6:2012,9
1739,166,4:3:2013,16
689,227,5:1:1987,6
4564,215,28:3:2010,21
548,151,5:3:2002,35
2617,100,5:11:1972,16
2711,186,25:4:2003,21
3261,163,24:6:1991,21
3032,203,5:3:1947,24
1318,218,31:4:1993,30
1171,56,19:8:1985,21
2039,34,14:11:1938,0
4486,191,2:1:1994,11
2458,156,27:6:1992,16
4382,218,12:10:1993,11
96,46,21:10:2004,6
4471,38,6:12:2006,24
799,113,23:7:2003,29
3080,112,28:2:2015,35
3279,50,2:4:2017,33
4263,116,5:10:1993,9
106,123,20:4:2016,0
3268,3,22:4:1991,56
3485,118,31:2:2007,14
4994,169,8:4:1979,14
4879,157,19:7:2006,11
2007,24,6:10:2009,20
4849,48,26:12:1987,26
3244,43,24:7:1942,26
1009,91,2:6:1986,4
2301,170,31:12:2012,26
497,179,11:10:2015,9
4727,135,26:12:1968,29
1037,30,30:7:2014,6
1704,195,20:6:2000,10
4249,132,3:9:1917,0
4159,168,13:5:1937,11
2205,213,13:9:2005,53
1312,116,14:11:2013,4
2559,143,21:7:2009,34
4727,174,28:1:2009,16
4668,83,8:5:1948,1
2861,191,14:6:1977,46
2976,22,13:3:1927,11
802,224,24:7:2017,31
1021,71,13:10:2010,1
3905,228,18:3:2008,31
355,210,2:9:2016,34
1991,50,3:3:2017,22
3619,183,7:10:2012,21
2226,97,24:10:1973,4
1157,95,2:11:1939,31
1644,127,9:7:1976,30
3495,140,12:4:2001,9
2214,191,6:7:1969,46
1030,3,24:2:2012,2
1935,215,8:7:2009,3
1504,161,17:8:2015,11
386,188,28:3:2011,16
2692,23,2:8:2014,26
3534,202,27:5:2009,18
591,19,19:12:2003,41
2118,67,9:5:2007,16
4437,12,9:8:1983,21
1283,91,1:4:2006,13
843,202,23:6:2017,1
4426,149,15:5:1993,14
2223,215,8:1:2008,16
1137,5,20:5:1999,19
919,126,11:3:1942,15
1246,147,4:11:2015,4
4647,118,24:1:2009,26
1510,184,30:5:2004,44
2,186,7:9:2017,28
4064,80,9:8:2006,1
730,224,23:4:2017,26
795,205,13:12:1945,5
3542,220,3:5:2008,22
4392,203,4:4:2004,1
4064,56,9:2:2014,1
4815,221,27:9:1967,54
2488,130,2:5:1906,9
2976,107,23:2:1929,1
3870,210,16:12:2018,0
2612,6,15:7:2004,11
3820,37,16:11:1997,46
3500,145,12:12:2001,46
4105,131,8:7:1971,45
731,53,11:12:1988,10
191,106,20:8:1997,8
410,81,9:7:1978,10
709,45,1:6:2013,41
4511,109,11:9:2014,20
3528,124,15:1:2006,19
2012,105,17:6:1991,26
3387,32,2:11:2018,5
1288,46,26:12:2015,30
948,59,13:1:1998,20
5084,112,10:11:2017,4
2585,225,14:7:2008,15
4906,117,4:4:2001,6
118,79,6:8:1985,16
3243,39,12:4:1967,16
4435,223,7:5:2013,32
4556,202,13:12:1999,10
1079,149,26:9:1969,8
1846,147,31:11:1993,24
3556,177,23:3:1951,3
3775,173,3:4:1990,6
3414,120,27:4:2014,44
1959,168,12:2:1925,16
1463,1,4:8:2007,25
1095,168,11:5:1935,11
1783,17,12:8:1961,35
279,159,19:4:1991,1
1920,203,19:10:1998,30
1848,72,15:1:2011,26
2133,127,27:6:1963,22
4764,129,2:5:2014,26
3649,30,17:1:2011,46
1199,163,24:8:2010,29
4528,31,13:3:1948,36
1974,113,6:1:1960,26
3198,57,14:2:1961,29
406,35,23:4:2002,27
2772,181,30:6:1922,20
643,197,12:4:1972,51
4154,54,20:9:1992,26
1283,72,31:1:1993,2
3498,128,21:7:1959,24
2738,77,25:3:1958,40
1670,34,2:2:1936,9
3699,121,7:1:2006,14
3773,194,22:5:2018,15
2324,185,1:6:2000,40
929,219,22:7:1999,36
2484,196,11:9:1976,4
622,125,5:8:1934,1
1180,223,29:11:2007,9
2920,128,30:11:1946,16
4404,177,13:10:1988,32
328,54,24:11:2011,15
3528,219,17:9:1987,19
2835,28,2:4:1998,11
2088,211,17:8:2015,9
2069,229,3:6:1952,1
1082,5,31:9:2004,1
1531,203,30:2:1953,4
530,230,20:5:1983,16
1355,178,4:4:1995,2
2708,62,18:6:2011,4
3848,3,13:6:2002,36
3248,177,14:3:2013,16
4026,145,2:11:2017,1
755,106,14:11:2006,4
884,196,25:3:1933,6
3476,108,1:9:1997,19
4955,119,15:10:1950,16
1960,54,14:7:2013,1
2592,23,13:7:2008,31
4556,163,25:10:1981,5
918,58,21:1:1997,7
376,35,12:11:2006,1
4158,170,11:2:2013,51
1354,129,13:9:1981,20
2466,221,13:9:2006,30
659,129,10:4:2013,40
686,186,31:10:1987,1
83,213,12:5:1966,43
491,169,7:7:1985,32
4123,13,13:11:2008,31
750,70,23:9:1920,30
131,144,28:6:1995,4
406,196,16:5:1971,31
2331,19,4:12:1968,26
1997,227,11:10:1928,36
2526,61,21:10:1974,41
4640,53,30:12:1970,29
1830,116,14:8:2015,15
372,58,25:7:1958,1
973,103,19:1:1946,41
1231,29,5:2:1977,25
2358,120,23:5:1983,31
1223,35,18:12:2001,14
1013,86,4:4:2016,29
248,184,19:2:1986,29
3691,12,31:9:1991,11
3354,13,19:2:2015,11
1177,138,19:5:2016,11
257,49,21:2:1998,14
886,13,30:3:2009,30
3054,19,26:12:1973,22
2471,125,20:9:1965,21
2514,145,23:7:2014,15
3584,227,11:12:1991,29
96,56,19:1:1942,11
1802,76,18:4:1950,30
3846,72,5:9:1986,26
2008,63,26:10:1986,14
2964,131,10:11:2013,27
2512,22,3:12:1977,41
2213,66,22:10:2010,24
5032,44,18:8:2001,1
1378,155,22:5:1982,4
4888,164,20:6:1964,9
1031,115,11:11:2015,23
770,185,22:8:2007,27
1819,27,7:5:2000,9
2469,47,27:6:1980,31
2532,138,16:6:2001,23
1424,213,16:7:1973,32
656,95,29:3:1999,6
3186,172,28:11:1995,46
4076,153,18:8:2011,6
1464,97,26:12:1992,50
176,173,23:3:2005,26
3345,75,19:8:1985,41
2857,163,6:8:2000,6
29,73,25:9:2014,1
1738,45,30:6:2015,1
924,82,5:4:1941,55
4422,204,17:6:1990,36
1586,146,7:11:1985,14
4534,209,13:6:1993,18
2829,222,16:7:2016,8
4672,108,30:5:1998,26
3913,85,23:9:2017,41
4054,93,27:5:1990,36
1249,211,19:1:2012,6
4231,140,16:12:1980,30
2635,130,22:5:1941,31
5012,63,4:5:2001,1
861,39,22:1:2013,25
3662,23,21:4:1989,21
3570,133,3:6:1996,21
187,95,3:6:1994,22
2912,18,31:7:1985,0
3703,114,30:8:2007,10
3650,69,19:8:2012,19
100,7,27:10:2017,26
1726,168,23:5:1960,12
3009,84,29:11:1935,4
1888,135,3:3:1973,11
3474,139,31:3:2018,6
1680,205,31:11:1952,16
2115,62,31:10:1990,26
2372,111,23:11:2012,45
4575,42,27:12:2009,36
4221,223,7:7:1996,23
1248,67,15:10:1974,51
4083,231,16:4:1996,7
3529,228,10:12:1967,4
4326,47,7:9:1942,11
12,176,12:1:1978,19
1536,52,22:7:1961,5
2283,58,18:5:2002,41
3259,48,2:3:1993,4
4522,36,24:10:1928,1
4721,232,12:3:1997,21
3433,192,28:6:1987,46
1498,117,21:9:1942,26
1788,137,25:12:1994,16
2357,219,11:1:2006,31
387,213,1:1:1963,38
4518,79,20:9:1997,41
1864,153,12:6:2005,26
2197,176,5:8:1944,17
4160,129,30:9:1984,1
160,61,5:4:1983,6
1592,154,9:1:2017,11
2203,230,17:5:1994,19
3037,157,21:8:1991,8
3872,33,1:7:2017,6
295,34,26:12:1939,33
3717,83,23:7:1986,16
3613,126,23:6:1967,4
4970,57,25:10:1990,4
1402,107,24:11:1990,19
3921,74,15:3:2017,16
806,2,23:3:1985,5
1397,11,3:8:1904,23
3873,23,8:8:2013,31
4005,190,14:9:2017,25
2655,185,9:4:2010,9
4438,191,15:9:2013,6
2030,92,29:8:2011,29
1520,116,19:1:1991,19
1341,5,13:7:2002,17
2182,225,17:6:1994,36
3521,217,18:6:2000,9
3266,205,20:6:1965,27
1005,170,6:1:2008,21
3517,4,7:3:2018,7
191,183,24:7:1953,14
3741,89,30:6:2003,21
2517,54,29:7:2003,2
3671,199,1:8:2018,21
3062,104,30:4:2008,4
1127,228,22:7:2007,22
2580,105,25:10:1984,21
1414,139,23:3:2015,21
4335,163,7:10:2002,3
932,13,1:3:1999,33
3376,102,8:4:1957,4
2509,82,17:11:1962,9
566,29,14:12:1990,3
3818,225,18:8:1983,16
1841,199,1:6:2018,16
4435,1,11:8:2003,19
1430,49,31:3:2006,8
372,67,15:4:1960,7
2298,117,18:12:1933,16
4213,206,8:8:2013,10
3151,152,1:5:2011,17
2039,127,10:6:1958,1
2239,77,19:6:1946,23
3385,91,13:11:1999,26
1569,225,14:7:1998,12
2640,66,13:7:2017,22
1320,91,23:1:1997,27
369,185,28:11:2000,26
2952,98,14:3:2001,21
3041,19,26:9:1983,30
1055,11,25:10:1973,1
3600,61,20:5:1989,29
4862,13,7:1:2017,41
650,149,26:3:1972,36
3415,26,29:10:1918,4
4514,46,8:9:2008,26
2583,28,12:1:2014,51
4092,154,28:6:2016,39
85,88,1:12:1994,5
2971,148,12:9:1970,22
3872,204,17:10:1975,3
4469,217,17:5:1989,30
1045,49,13:6:1991,6
3556,74,12:10:2007,6
2845,93,27:1:1953,4
3586,160,25:10:1953,11
2106,79,6:11:2010,36
1548,100,27:1:1973,27
668,15,18:4:2014,25
1810,162,15:6:2001,17
4743,2,23:6:1977,1
4299,162,10:7:2010,11
1734,78,9:2:1903,6
1131,154,4:8:2018,41
1733,88,23:5:1975,7
787,178,6:12:1972,24
2710,207,23:5:2009,16
3477,133,1:9:2016,26
1766,156,19:10:1990,4
3634,49,8:11:1995,26
8,96,23:10:2015,1
3369,156,19:9:1989,1
3423,114,5:1:2009,10
4987,35,26:4:1991,4
3344,195,13:11:2015,11
4271,135,5:1:1956,8
1293,224,9:11:2016,21
4468,61,19:5:1974,3
1955,156,28:10:2000,31
4690,98,4:6:2007,41
86,22,12:8:1993,31
3248,1,17:9:1996,11
963,230,25:6:1988,26
139,51,19:12:2006,9
4588,23,20:1:1992,36
3679,186,4:4:1978,25
1158,153,26:8:2016,25
3897,201,20:4:1963,9
883,134,25:11:2014,31
4677,172,6:4:2000,46
4782,126,24:8:1961,21
4677,183,7:12:2015,46
2788,33,29:5:1998,31
1431,76,12:8:2015,11
4590,128,8:7:1965,26
2125,190,28:6:2017,11
2286,225,20:1:1990,18
4879,61,16:12:1965,10
227,133,9:7:2018,16
4829,142,10:4:2012,28
4337,183,21:12:1980,6
1884,89,13:10:1997,36
1231,3,25:6:2013,15
4683,213,11:2:1979,39
2586,64,11:1:2009,19
412,83,16:7:1991,26
4599,19,15:9:1963,21
4500,198,10:7:2013,16
2106,121,11:5:2003,26
4218,180,21:7:1971,19
1830,216,3:10:2007,26
537,27,9:7:2015,11
4990,227,26:9:1980,10
2640,50,30:4:2017,18
4187,128,28:10:1928,6
4655,155,24:11:1960,15
3628,160,24:6:1978,15
77,34,1:8:2001,34
2713,42,20:12:1998,51
1241,76,27:3:1978,9
2762,195,15:7:2005,36
2369,158,20:1:2002,14
4220,174,29:11:2017,15
4453,161,21:10:1952,23
3089,131,3:7:1944,10
1858,223,22:4:2007,20
2877,231,13:11:2017,11
2870,52,23:9:2014,25
1485,121,22:4:2007,27
2989,92,15:10:2017,1
3648,124,13:12:1997,4
4479,124,17:4:2002,31
1328,133,12:12:1988,14
4763,224,7:8:2013,20
769,146,13:1:1997,41
67,161,31:3:1965,10
4539,180,18:6:1923,2
2561,200,28:12:1964,11
2104,11,9:10:1989,41
3688,171,23:6:1969,1
3118,172,24:6:1972,16
773,42,4:4:1995,41
1380,34,16:6:1976,10
2671,38,16:12:1998,4
2230,230,31:12:2011,6
1288,223,7:6:1994,45
3410,35,4:9:2013,24
2513,168,7:3:2004,16
2913,83,10:5:1972,1
1418,161,10:2:1966,6
2663,183,31:7:1990,28
433,88,23:2:1938,0
1510,79,11:2:2009,16
4433,21,25:10:2018,41
4606,46,14:10:1972,2
27,152,5:2:2018,11
3943,136,30:2:2012,35
1206,121,20:6:1973,26
4078,67,23:3:1967,36
3366,100,15:9:2004,18
1233,167,17:8:1947,1
5053,6,21:7:1977,36
1245,147,2:5:1984,35
3990,201,20:1:1976,1
12,205,19:5:2009,0
2976,23,3:4:1999,15
1312,222,21:8:2018,17
4037,46,29:5:2014,23
3041,143,11:10:2008,15
3117,88,3:11:2000,1
317,195,26:11:2010,22
638,109,1:9:2013,51
3274,51,6:11:2005,41
2443,168,31:12:1988,41
4382,63,13:10:1994,1
424,74,17:6:1995,26
2206,96,9:5:2016,2
2442,151,17:6:2001,26
1502,87,30:4:1967,1
300,179,11:8:2017,16
2502,25,17:1:1930,1
232,16,6:8:1996,56
9,121,31:9:1991,1
2253,142,13:10:2004,9
3387,97,27:2:1993,10
1943,231,10:5:1961,17
2714,47,19:5:1990,13
2982,150,16:6:1915,8
5071,136,7:10:2014,19
4969,171,10:11:1957,13
3048,195,16:10:2015,6
2256,77,17:9:2005,4
4982,4,17:5:2003,31
2034,164,19:11:1957,31
2924,187,5:2:1957,2
1529,178,22:10:1948,9
3786,80,20:12:2016,26
1767,174,11:2:2001,4
179,54,11:10:2017,0
242,188,1:3:2003,14
3882,185,12:7:2018,0
608,44,17:2:1988,4
164,149,13:4:1979,9
1186,93,19:6:1947,9
3934,83,8:11:1973,15
3734,77,15:11:2001,36
4788,170,20:5:2012,41
4664,88,25:1:1913,23
1377,56,4:11:1952,4
1394,27,4:5:2014,46
639,99,24:11:2015,5
4028,99,17:10:2016,9
4196,73,20:7:1993,11
1237,222,29:12:2015,21
4970,16,26:11:1997,1
4098,117,29:3:2011,36
598,106,10:8:1987,21
157,108,9:2:2012,9
3693,176,28:3:1979,19
3918,32,22:2:2001,36
4747,34,21:12:1985,41
4700,28,23:7:1996,61
4423,208,21:10:2008,5
4251,96,31:6:2018,23
2442,24,2:8:1974,16
1601,62,1:1:2016,26
1712,156,15:2:1974,14
825,202,12:4:2006,15
3449,222,25:1:1982,22
4078,84,20:4:2000,26
1983,179,25:12:2017,24
3639,93,22:2:1991,8
3967,113,14:9:2003,5
3285,36,20:6:2013,36
2885,158,23:12:1988,40
250,211,18:3:2001,46
1080,135,28:8:1938,23
2715,163,9:11:1984,9
973,81,3:12:2003,51
53,112,8:12:2015,16
3254,111,27:7:2015,26
1893,114,11:3:2009,22
744,128,26:9:2015,31
3728,33,20:8:2018,6
4230,28,20:10:2018,41
1233,228,14:6:1947,9
1504,187,27:9:1985,1
563,143,25:8:2012,6
2772,106,22:7:1972,21
2237,102,18:2:1984,6
4431,178,8:6:1947,14
10,9,28:3:1986,13
2966,191,13:12:2003,16
999,117,31:9:1997,6
1169,1,9:12:2007,1
4234,53,28:7:1942,20
656,170,19:5:2009,16
4276,171,14:2:1949,1
3265,173,27:10:1983,17
1499,39,9:10:1949,15
1400,63,26:7:1995,51
1856,130,18:8:1914,51
3213,205,11:10:1986,0
806,135,20:6:1978,0
2529,104,7:1:1992,51
2690,7,8:2:2016,51
3586,1,11:4:2005,11
4912,222,23:12:1998,24
4656,189,29:10:1994,1
4297,111,15:7:2013,14
4801,181,25:3:1986,3
231,41,21:8:1945,20
3767,13,20:5:2011,2
3250,141,19:11:1954,5
4173,94,27:11:1955,6
56,229,24:6:1968,24
2090,138,22:7:1996,9
4924,10,30:12:1993,21
3395,203,12:3:2013,41
1488,193,18:10:1977,16
2138,120,6:4:2002,11
4008,218,2:5:1953,41
3391,85,28:7:2017,11
4165,15,23:9:2017,41
413,190,6:6:1968,3
1863,126,25:2:2011,23
42,80,5:7:2009,29
2070,27,25:1:2011,3
429,203,15:3:1985,1
1054,84,9:5:1931,5
184,151,12:6:2011,0
297,81,11:9:1962,4
759,130,31:11:1977,26
2162,71,25:10:2006,30
1845,147,7:11:2006,36
3726,138,30:10:1982,20
3704,78,12:11:2018,6
261,229,2:12:2015,1
2026,4,13:7:1973,32
3307,159,12:2:1986,1
2393,14,8:3:1998,4
4662,180,22:1:1954,0
1603,133,22:5:1986,21
3468,100,28:4:2004,6
4209,105,2:4:2012,21
3250,60,17:2:2018,5
996,172,9:4:1990,6
1055,199,25:2:2018,11
924,162,5:6:1998,36
2318,135,23:11:2001,1
3498,176,19:8:1945,10
4480,230,29:9:1994,3
2504,213,29:3:1975,34
4952,107,18:7:1952,8
2253,113,17:4:1983,7
4304,43,20:11:1945,18
4238,80,21:5:2008,6
2629,166,25:5:1988,26
2310,210,14:5:2015,26
4549,66,26:8:2005,51
4673,3,25:7:1989,15
3161,224,17:8:2014,11
4468,202,30:9:2016,15
4916,25,5:12:1914,41
1285,159,21:12:2004,41
86,45,25:11:2017,35
4202,102,28:8:1987,1
3600,15,2:7:2013,17
4251,178,12:7:1970,36
3507,112,2:9:2018,56
4443,152,13:6:2008,6
863,78,29:9:1981,46
2090,177,23:12:1969,39
1373,232,30:10:1916,5
2960,90,3:7:1966,15
4123,33,15:5:1997,46
4876,76,8:5:1955,41
3313,54,11:11:2014,11
1402,83,16:5:1934,22
263,150,6:1:1932,6
3865,213,15:10:2013,28
2268,92,26:6:2010,51
1994,137,9:4:2016,1
461,116,4:8:1992,14
2600,9,20:11:1996,4
912,159,21:3:1981,1
2136,197,25:9:1996,19
5015,124,7:2:1993,41
4083,157,14:2:1972,2
2930,70,14:3:1990,36
1266,90,25:6:2003,10
2470,228,12:4:2001,11
2346,161,19:1:2010,1
842,160,20:12:1996,28
4108,45,31:8:2013,5
1300,223,21:1:1982,23
1211,88,21:11:2002,6
3246,17,30:3:1975,45
2732,85,23:1:2004,11
1243,70,23:8:1906,15
3961,21,14:12:2017,8
3671,38,6:8:2006,21
626,116,26:1:2009,1
2246,90,4:4:1988,15
3158,135,10:8:2010,1
1410,163,31:10:1994,29
3738,108,17:8:2008,15
1575,135,4:7:1957,29
401,125,30:4:2000,0
3907,220,14:7:2015,6
3810,75,3:2:1980,15
2192,2,18:2:2002,10
1272,163,23:12:2001,16
2258,137,16:3:1995,13
4796,119,5:1:1960,4
4911,179,18:8:2012,21
2109,3,11:1:2002,1
2920,55,15:1:1962,1
3079,9,25:6:1991,1
4896,59,6:6:2018,21
908,28,12:8:2004,6
3691,13,31:12:2017,21
1113,134,10:4:1954,41
4975,223,3:8:1987,23
5070,94,19:4:1961,26
1508,148,21:12:2007,6
2375,73,5:6:1992,34
850,27,1:5:2013,16
783,186,13:12:2007,31
1422,174,12:6:2009,41
4810,9,26:5:1982,32
4508,167,28:11:1949,35
1096,174,14:6:2008,29
738,71,22:10:2013,10
4348,97,30:8:1998,51
3551,4,23:4:1967,33
75,63,22:1:1998,15
3342,23,7:8:1997,18
2261,82,23:1:1927,9
4733,111,20:9:2011,4
673,54,20:8:1991,15
1539,229,9:6:1976,46
3892,59,19:6:1997,1
2499,20,9:7:2004,6
665,155,8:8:1999,11
4006,165,5:11:2017,27
1980,113,3:1:1995,9
4252,4,31:12:1990,9
2405,12,30:4:1984,19
1398,42,30:3:2018,3
3204,207,15:10:2007,15
483,208,4:2:2017,15
1079,126,30:12:1947,13
925,100,5:8:1949,4
1650,214,23:12:1966,9
4240,83,12:4:1946,14
2901,129,6:1:2011,31
1020,51,23:6:1969,14
3243,141,14:8:1941,3
776,212,24:3:2002,46
1702,112,12:6:2013,6
4005,42,1:11:1992,34
3128,138,23:5:2000,11
68,97,26:9:1972,20
4966,182,26:11:1951,16
4039,36,29:3:1958,26
2380,38,15:10:1993,1
2632,124,14:5:2004,29
3535,43,27:12:2014,1
1971,58,21:4:1999,8
175,205,11:2:1946,26
2141,192,7:4:1988,30
3556,124,10:9:1986,12
3006,82,24:3:1937,3
1179,67,9:2:1997,18
402,148,9:1:1968,25
907,102,1:9:1978,0
1190,57,30:5:1988,1
459,208,17:12:2017,21
698,79,20:9:1992,1
81,155,27:10:2017,13
2936,9,11:11:2001,15
250,20,6:6:1991,39
979,210,5:3:2017,20
1470,170,13:9:2008,36
1224,203,27:6:1977,4
4875,123,1:9:1967,8
2204,122,26:1:1967,39
3453,11,25:12:1976,36
3565,38,31:10:1964,19
1957,10,10:2:1964,29
2032,210,14:5:2015,4
3160,40,22:6:1986,45
2349,173,12:6:2008,1
2225,31,18:4:2004,31
3790,52,23:5:1960,6
4202,173,16:5:1996,14
2985,13,9:2:2006,21
2319,133,30:11:2007,51
4456,161,15:6:1964,31
4739,88,9:8:1916,10
4781,44,4:4:2001,16
238,85,10:6:2007,61
4761,155,4:12:1973,30
3314,210,31:9:2016,23
3662,75,24:11:1976,36
474,173,25:1:1972,11
2579,82,12:3:1970,40
4201,99,22:4:2014,14
2774,76,14:2:1966,16
4587,12,7:4:2007,36
1029,12,11:11:1993,22
850,129,1:8:1993,2
2545,188,14:5:2011,31
3575,19,29:9:1960,31
4798,114,30:9:2012,46
1491,137,24:5:2004,8
3056,161,13:6:2018,9
1728,229,30:9:1964,31
3201,106,9:3:2003,20
719,132,1:12:1981,14
1325,133,27:1:2011,11
3406,208,21:3:2001,6
3829,223,14:12:1991,28
3455,59,1:4:2005,1
4277,201,15:1:1957,31
1147,217,5:11:2017,6
14,218,11:1:1923,21
1385,75,26:4:1956,26
1393,10,6:12:1966,11
4986,115,4:8:2012,33
2274,83,3:4:2017,7
4267,169,23:2:1956,1
2639,134,10:10:1996,34
3348,25,2:2:2005,41
3579,64,3:12:2016,21
1271,102,1:6:1973,32
4277,87,6:6:1956,36
4960,127,13:12:2000,11
1859,101,17:10:2017,10
3434,51,22:8:1996,26
2791,135,9:10:1956,33
224,68,3:6:2010,6
3392,42,5:6:2014,9
4802,46,30:5:1953,8
2155,122,10:10:1956,15
2409,42,29:8:1997,51
1462,88,13:7:1974,31
1033,203,15:1:1955,41
3536,119,21:2:2001,32
1749,4,22:5:1981,0
2742,11,17:10:1908,51
920,139,10:10:2010,34
1517,79,17:7:2000,4
294,198,7:8:1937,19
3410,1,6:3:1999,26
3635,64,14:7:2018,13
3823,163,31:10:1997,2
2811,136,17:10:2014,31
4757,104,3:9:1924,21
4602,23,12:5:1988,46
722,138,9:5:2004,6
3534,171,29:1:1946,30
2025,84,14:6:1981,27
4975,140,16:10:1978,32
4189,64,25:6:2008,11
3053,18,5:10:1989,2
4889,94,14:1:1959,3
1622,192,4:4:1981,12
2476,103,29:11:1978,15
664,89,12:7:2000,31
4066,126,22:10:1998,46
1342,166,13:2:1979,6
1054,130,27:8:1975,6
4608,217,29:1:1992,9
3789,73,1:9:1957,14
2690,73,1:11:2016,26
596,204,11:10:2003,6
1579,226,10:11:1991,32
1192,123,3:10:1984,51
4654,215,6:8:2017,6
3219,229,15:7:1950,1
2322,183,30:4:1953,24
2542,30,11:1:2013,15
4266,97,26:9:1991,31
3568,141,24:8:1970,56
4125,29,4:9:1948,15
2949,64,1:7:2014,8
2054,176,7:8:1962,11
3568,94,29:1:2009,46
3505,187,13:12:1979,11
1721,201,24:7:1978,6
3462,169,5:4:1970,26
1335,181,7:8:1930,0
4013,91,21:10:2016,36
564,162,19:1:2004,36
1930,82,3:11:1935,31
4272,129,2:9:1964,11
2083,215,29:1:2018,21
62,30,30:2:2012,19
4044,2,8:5:1960,15
1983,83,8:2:1949,46
3292,189,5:10:1990,32
4544,164,4:10:1998,12
910,19,4:10:1973,14
889,188,7:5:2014,11
1261,203,23:7:1994,3
601,155,11:8:1997,9
4577,227,21:10:1964,31
148,34,25:9:1984,13
1370,210,29:9:2015,10
4311,28,21:5:2003,9
2026,214,15:4:2004,19
705,138,2:12:1990,24
4941,6,31:7:2013,8
2242,27,26:5:2000,56
3200,118,31:10:2015,46
3429,190,4:7:1995,29
436,92,11:9:2010,26
2156,189,21:11:1980,4
77,43,22:7:1998,25
2106,64,21:3:2007,49
77,195,3:6:2009,20
3659,3,2:1:2014,4
3926,210,31:9:2016,5
4022,93,28:9:2018,30
1974,44,14:2:2001,36
1679,205,16:9:1929,21
4136,130,17:6:1994,46
266,51,14:3:2001,13
2913,33,12:8:1995,6
3892,96,5:12:2015,1
2225,153,27:6:2003,46
1006,154,21:5:2017,2
3192,160,25:4:1972,32
2275,184,21:3:1981,41
1256,107,7:11:1930,9
2454,230,9:4:2013,6
3582,25,2:9:1914,4
4137,94,1:4:1957,5
3174,91,14:4:1992,14
3352,51,13:10:1981,46
867,51,14:11:1984,1
2226,210,2:9:2017,7
177,32,18:10:2007,14
4050,175,2:7:1961,46
2626,195,19:10:2006,31
1715,153,1:9:2010,16
1878,1,22:1:2018,6
3474,139,15:1:2017,0
2385,45,23:1:2017,17
2349,40,24:5:2005,6
4137,88,14:7:1973,0
3548,114,31:8:2010,56
2719,200,25:3:1964,46
773,7,21:3:2017,34
2051,34,8:7:1942,5
2648,152,30:10:2004,11
540,101,30:10:1992,21
3147,175,1:6:1923,24
412,13,26:11:2003,21
4233,43,21:8:1989,15
1463,144,27:6:1992,17
1302,131,11:7:1958,45
4642,88,27:6:1950,22
3982,109,6:10:2013,4
574,205,9:9:1971,27
3799,18,22:1:1997,10
426,70,11:2:1910,10
2303,120,3:6:1990,24
